region,province,congressional_district,no_name,name_of_institution,classification_of_institution,address,contact_number,sector,course_registered_program,duration,status
X,Misamis Oriental,2nd ,3651,Regional Training Center - X (Tagoloan),TESDA Technology Institution,"PHIVIDEC Tagoloan, Misamis Oriental",(08822) 742426,Metals and Engineering,Gas Metal Arc Welding (GMAW) NC II,80 Hrs.,WTR
X,Misamis Oriental,2nd ,3651,Regional Training Center - X (Tagoloan),TESDA Technology Institution,"PHIVIDEC Tagoloan, Misamis Oriental",(08822) 742426,Metals and Engineering,Machining NC II,338 hours,WTR
X,Misamis Oriental,2nd ,3651,Regional Training Center - X (Tagoloan),TESDA Technology Institution,"PHIVIDEC Tagoloan, Misamis Oriental",(08822) 742426,Construction,Construction Painting NC II,136 hours,WTR
X,Misamis Oriental,2nd ,3651,Regional Training Center - X (Tagoloan),TESDA Technology Institution,"PHIVIDEC Tagoloan, Misamis Oriental",(08822) 742426,Construction,Carpentry NC II,120 hours,WTR
X,Misamis Oriental,2nd ,3651,Regional Training Center - X (Tagoloan),TESDA Technology Institution,"PHIVIDEC Tagoloan, Misamis Oriental",(08822) 742426,Construction,Masonry NC II,258 hours,WTR
X,Misamis Oriental,1st,3652,"St. Ignatius Technical College, Inc.",TVI,"Zone 11, National Highway, Poblacion, Tagoloan, Misamis Oriental",(088) 5671-287; 0906-479-4550,Social Community Dev't. & Other Services,Bookkeeping NC III,292 hours,WTR
X,Misamis Oriental,1st,3653,"St. Nazarene Technological School, Inc.",TVI,"Vicente Go St., Brgy., 20 Gingoog City",882-427-467,Electrical & Electronics,Electronics Products Assembly and Servicing NC II,260 hours,WTR
X,Misamis Oriental,1st,3653,"St. Nazarene Technological School, Inc.",TVI,"Vicente Go St., Brgy., 20 Gingoog City",882-427-467,Social Community Dev't. & Other Services,Beauty Care Services (Nail Care) NC II,216 hours,WTR
X,Misamis Oriental,1st,3654,St. Rita's College of Balingasag,HEI,"Balingasag, Misamis Oriental",(088)333-2018/(08822)720921,Tourism,Front Office Services NC II,868 hours,WTR
X,Misamis Oriental,1st,3654,St. Rita's College of Balingasag,HEI,"Balingasag, Misamis Oriental",(088)333-2018/(08822)720921,Tourism,Housekeeping NC II,760 hours,WTR
X,Misamis Oriental,1st,3654,St. Rita's College of Balingasag,HEI,"Balingasag, Misamis Oriental",(088)333-2018/(08822)720921,Tourism,Tour Guiding Services NC II,472 hours,WTR
X,Misamis Oriental,1st,3655,Talisayan Manpower Resource and Development School,LGU-ATVIs,"Talisayan, Misamis Oriental",None,Human Health/Health Care,Caregiving NC II,"1,106 hours",WTR
X,Misamis Occidental,2nd,3656,"Technology and Agricultural Learning Institute and Nature Oneness, Inc. (TALINO Inc.)",TVI,"Purok 4, Pulot, Ozamiz City",None,"Agriculture, Forestry and Fishery",Agricultural Crops Production NC III,445 hours,WTR
X,Misamis Oriental,1st,3657,"The New El Salvador Colleges, Inc.",TVI,"Zone 4, Poblacion, El Salvador, Misamis Oriental",088-283 6557,Human Health/Health Care,Massage Therapy NC II,560 hours,WTR
X,Misamis Oriental,2nd ,3658,Blessed Mother College,HEI,"Highway Barra, Opol, Misamis Oriental",(08822) 728205,Human Health/Health Care,Caregiving NC II,"1,106 hours",WTR
X,Misamis Oriental,2nd ,3658,Blessed Mother College,HEI,"Highway Barra, Opol, Misamis Oriental",(08822) 728205,Human Health/Health Care,Health Care Services NC II,"1,316 hours",WTR
X,Misamis Oriental,2nd ,3658,Blessed Mother College,HEI,"Highway Barra, Opol, Misamis Oriental",(08822) 728205,Tourism,Housekeeping NC II,436 hours,WTR
X,Misamis Oriental,2nd ,3658,Blessed Mother College,HEI,"Highway Barra, Opol, Misamis Oriental",(08822) 728205,Tourism,Front Office Services NC II,472 hours,WTR
X,Misamis Oriental,2nd ,3659,"Blessed Mother College, Inc.",TVI,"Tiano - Kolambaguhan Streets, Cagayan de Oro City",(08822) 728205,Tourism,Food & Beverage Services NC II,356 hours,WTR
X,Misamis Oriental,2nd ,3659,"Blessed Mother College, Inc.",TVI,"Tiano - Kolambaguhan Streets, Cagayan de Oro City",(08822) 728205,Tourism,Housekeeping NC II,436 hours,WTR
X,Lanao del Norte,Iligan City (Lone District),3660,Lyceum of Iligan Foundation Inc.,TVI,"Corpus Christi Village, Tubod, Iligan City",(063) - 2211817,Construction,Technical Drafting NC II,148 hours,WTR
X,Lanao del Norte,Iligan City (Lone District),3660,Lyceum of Iligan Foundation Inc.,TVI,"Corpus Christi Village, Tubod, Iligan City",(063) - 2211817,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
X,Misamis Oriental,2nd,3661,Opol National Secondary Technical School ,DepEd School,"Taboc, Opol, Misamis Oriental",None,Electrical & Electronics,Electrical Installation & Maintenance NC II,402 hours,WTR
X,Misamis Oriental,2nd,3661,Opol National Secondary Technical School ,DepEd School,"Taboc, Opol, Misamis Oriental",None,Social Community Dev't. & Other Services,Beauty Care Services (Nail Care) NC II,216 hours,WTR
X,Misamis Oriental,2nd,3661,Opol National Secondary Technical School ,DepEd School,"Taboc, Opol, Misamis Oriental",None,Garments,Dressmaking NC II,275 hours,WTR
X,Misamis Oriental,2nd,3661,Opol National Secondary Technical School ,DepEd School,"Taboc, Opol, Misamis Oriental",None,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,268 Hours,WTR
X,Bukidnon,3rd,3662,Optimus Technical Training Institute Inc.,TVI,"Purok 1, Poblacion, Kitaotao, Bukidnon",None,Construction,Pipefitting NC II,202 hours,WTR
X,Misamis Oriental,2nd (CDOC),3663,AMA Computer College ,HEI,"3/F Goking Bldg., Borja-Daumar Sts., Cagayan De Oro City",(088)587-6358,Human Health/Health Care,Caregiving NC II,"1,106 hours",WTR
X,Misamis Oriental,2nd (CDOC),3663,AMA Computer College ,HEI,"3/F Goking Bldg., Borja-Daumar Sts., Cagayan De Oro City",(088)587-6358,ICT,Career Entry Course for Software Developers-JAVA NCIV,240 hours,WTR
X,Misamis Oriental,2nd (CDOC),3663,AMA Computer College ,HEI,"3/F Goking Bldg., Borja-Daumar Sts., Cagayan De Oro City",(088)587-6358,ICT,Career Entry Course for Software Developers-MICROSOFT.NET NC IV,240 hours,WTR
X,Misamis Oriental,2nd (CDOC),3663,AMA Computer College ,HEI,"3/F Goking Bldg., Borja-Daumar Sts., Cagayan De Oro City",(088)587-6358,Human Health/Health Care,Health Care Services NC II,"1,079 hours",WTR
X,Misamis Oriental,2nd (CDOC),3663,AMA Computer College ,HEI,"3/F Goking Bldg., Borja-Daumar Sts., Cagayan De Oro City",(088)587-6358,ICT,Medical Transcription NC II,396 hours,WTR
X,Misamis Oriental,2nd (CDOC),3663,AMA Computer College ,HEI,"3/F Goking Bldg., Borja-Daumar Sts., Cagayan De Oro City",(088)587-6358,ICT,Medical Transcription NC II,462 hours,WTR
X,Misamis Oriental,2nd (CDOC),3663,AMA Computer College ,HEI,"3/F Goking Bldg., Borja-Daumar Sts., Cagayan De Oro City",(088)587-6358,ICT,Animation NC III,792 H,WTR
X,Misamis Oriental,2nd (CDOC),3663,AMA Computer College ,HEI,"3/F Goking Bldg., Borja-Daumar Sts., Cagayan De Oro City",(088)587-6358,ICT,Finishing Course for Medical Transcription NC II,160 hours,WTR
X,Misamis Oriental,1st (CDOC),3664,"Asia Pacific Technical Skills Development Center, Inc.",TVI,"Zone 6, Gumamela Extension, Carmen, Cagayan de Oro City",(088)3097690,Construction,Pipefitting NC II,202 hours,WTR
X,Misamis Oriental,1st (CDOC),3664,"Asia Pacific Technical Skills Development Center, Inc.",TVI,"Zone 6, Gumamela Extension, Carmen, Cagayan de Oro City",(088)3097690,Metals and Engineering,Gas Tungsten Arc Welding (GTAW) NC II,268 Hours,WTR
X,Misamis Oriental,1st (CDOC),3664,"Asia Pacific Technical Skills Development Center, Inc.",TVI,"Zone 6, Gumamela Extension, Carmen, Cagayan de Oro City",(088)3097690,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,268 Hours,WTR
X,Misamis Oriental,1st (CDOC),3664,"Asia Pacific Technical Skills Development Center, Inc.",TVI,"Zone 6, Gumamela Extension, Carmen, Cagayan de Oro City",(088)3097690,Construction,Pipefitting NC II - Mobile Training Program,202 hours,WTR
X,Misamis Oriental,1st (CDOC),3664,"Asia Pacific Technical Skills Development Center, Inc.",TVI,"Zone 6, Gumamela Extension, Carmen, Cagayan de Oro City",(088)3097690,Metals and Engineering,Shielded Metal Arc Welding NC II - Mobile Training Program,268 Hours,WTR
X,Misamis Oriental,1st (CDOC),3664,"Asia Pacific Technical Skills Development Center, Inc.",TVI,"Zone 6, Gumamela Extension, Carmen, Cagayan de Oro City",(088)3097690,Metals and Engineering,Gas Tungsten Arc Welding NC II - Mobile Training Program,268 Hours,WTR
X,Misamis Oriental,1st (CDOC),3665,"Asian Business Cabletow Cooperative Academy (ABCCA), Inc.",TVI,"P.N. Roa, Brgy., Dansolihon, Cagayan de Oro City",None,Tourism,Front Office Services NC II,436 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Social Community Dev't. & Other Services,Bookkeeping NC III,292 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Human Health/Health Care,Massage Therapy NC II,560 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Tourism,Tour Guiding Services NC II,196 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Tourism,Front Office Services NC II,436 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Construction,Heavy Equipment Operation (Motor Grader) NC II,156 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Tourism,Bartending NC II,438 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Construction,Heavy Equipment Operation (Wheel Loader) NC II,156 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Automotive and Land Transportation,Driving NC II,118 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Construction,Heavy Equipment Operation (Backhoe Loader) NC II,122 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Construction,Heavy Equipment Operation (Bulldozer) NC II,156 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Tourism,Food & Beverage Services NC II,356 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Construction,Heavy Equipment Operation (Forklift) NC II,156 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Construction,Heavy Equipment Operation (On-Highway Dump Truck Rigid) NC II,122 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Electrical & Electronics,Computer Systems Servicing NC II ,280 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,ICT,Visual Graphic Design NC III,487 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Automotive and Land Transportation,Driving NC II - Mobile Training Program,118 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Tourism,Food & Beverage Services NC II - Mobile Training Program,356 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Social Community Dev't. & Other Services,Bookkeeping NC III - Mobile Training Program,292 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Human Health/Health Care,Massage Therapy NC II - Mobile Training Program,560 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Tourism,Bartending NC II - Mobile Training Program,438 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Construction,Heavy Equipment Operation (Motor Grader) NC II - Mobile Training Program,156 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Construction,Heavy Equipment Operation (Wheel Loader) NC II - Mobile Training Program,156 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Tourism,Housekeeping NC II,436 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Construction,Heavy Equipment Operation (Bulldozer) NC II - Mobile Training Program,156 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Construction,Heavy Equipment Operation (Forklift) NC II - Mobile Training Program,156 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Construction,Heavy Equipment Operation (Rigid On-Highway Dumptruck) NC II - Mobile Training Program,122 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Construction,Heavy Equipment Operation (Backhoe Loader) NC II - Mobile Training Program,122 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,Electrical & Electronics,Computer Systems Servicing NC II (Mobile Training Program),280 hours,WTR
X,Misamis Oriental,2nd (CDOC),3666,"ASIAN BUSINESS CABLETOW COOPERATIVE ACADEMY (ABCCA), INC.",TVI,"Consuelo Bldg., Corrales Ave., Cagayan de Oro City",9177044473,ICT,Visual Graphic Design NC III - Mobile Training Program,487 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Garments,Dressmaking NC II,275 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,304 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Construction,Carpentry NC II,162 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Construction,Masonry NC II,162 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Tourism,Front Office Services NC II,436 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Processed Food and  Beverages,Food Processing NC II,"1,236 hours",WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Construction,Construction Painting NC II,136 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Automotive and Land Transportation,Driving NC II,118 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Others (Language),Korean Language and Culture,100 hours,NTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Social Community Dev't. & Other Services,Bookkeeping NC III,292 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Electrical & Electronics,Electrical Installation & Maintenance NC II,402 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Construction,Technical Drafting,222 Hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Tourism,Bread & Pastry Production (Leading to BTTE in Food and Service Management in MUST),429 Hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Social Community Dev't. & Other Services,Bookkeeping (leading to BTTE in Food and Service Management in MUST),472 Hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Processed Food and  Beverages,Food Processing (leading to BTTE in Food and Service Management in MUST),982 Hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Tourism,Front Office Services (leading to BTTE in Food and Service Management in MUST),960 Hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,TVET,Trainers Methodology  Level 1,264 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Tourism,Housekeeping NC III,76 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Tourism,Cookery NC II,316 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Others (Language),Basic English Language,100 hours,NTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Tourism,Bread & Pastry Production NC II,141 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Construction,Scaffold Erection NC II,162 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Construction,Tile Setting NC II,82 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Tourism,Food & Beverage Services NC III,230 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Automotive and Land Transportation,Automotive Servicing NC I,640 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Tourism,Barista NC II,204 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Tourism,Bartending NC II,438 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Tourism,Food & Beverage Services NC II,417 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Automotive and Land Transportation,Automotive Servicing NC II,836 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC III,120 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Automotive and Land Transportation,Automotive Servicing NC III,"1,108 hours",WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Electrical & Electronics,Electrical Installation & Maintenance NC III,396 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Tourism,Housekeeping NC II,436 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Electrical & Electronics,Electronics Products Assembly and Servicing NC II,260 hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Construction,Plumbing NC I,168 Hours,WTR
X,Misamis Oriental,2nd (CDOC),3667,Cagayan de Oro -Bugo  School of Arts and Trades ,TESDA Technology Institution,"Bugo, Cagayan de Oro Ciy",(08822) 742-576,Construction,Plumbing NC II,202 hours,WTR
X,Misamis Oriental,Cagayan de Oro City (CDOC),3668,Cagayan de Oro College,HEI,"Carmen, Cagayan de Oro City",(08822)711929/724401,Metals and Engineering,Machining NC I,648 hours,WTR
X,Misamis Oriental,Cagayan de Oro City (CDOC),3668,Cagayan de Oro College,HEI,"Carmen, Cagayan de Oro City",(08822)711929/724401,Metals and Engineering,Machining NC II,647 hours,WTR
X,Misamis Oriental,Cagayan de Oro City (CDOC),3668,Cagayan de Oro College,HEI,"Carmen, Cagayan de Oro City",(08822)711929/724401,Metals and Engineering,Machining NC III,451 hours,WTR
X,Misamis Oriental,Cagayan de Oro City (CDOC),3668,Cagayan de Oro College,HEI,"Carmen, Cagayan de Oro City",(08822)711929/724401,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC I,360 hours,WTR
X,Misamis Oriental,Cagayan de Oro City (CDOC),3668,Cagayan de Oro College,HEI,"Carmen, Cagayan de Oro City",(08822)711929/724401,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,260 hours,WTR
X,Misamis Oriental,Cagayan de Oro City (CDOC),3668,Cagayan de Oro College,HEI,"Carmen, Cagayan de Oro City",(08822)711929/724401,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC III,180 hours,WTR
X,Misamis Oriental,Cagayan de Oro City (CDOC),3668,Cagayan de Oro College,HEI,"Carmen, Cagayan de Oro City",(08822)711929/724401,Electrical & Electronics,Electronics Products Assembly and Servicing NC II,260 hours,WTR
X,Misamis Oriental,Cagayan de Oro City (CDOC),3668,Cagayan de Oro College,HEI,"Carmen, Cagayan de Oro City",(08822)711929/724401,Electrical & Electronics,Electrical Installation & Maintenance NC II,402 hours,WTR
X,Misamis Oriental,2nd,3669,Capitol University,TVI,"Corrales Ave. Extension, Cagayan de Oro City",8561641/ 09475291733/cu@g.cuedu.ph,ICT,Medical Transcription NC II,396 hours,WTR
X,Misamis Oriental,2nd (CDOC),3670,"Christian Samaritan Health Sevices and Technical School, Inc.",TVI,"4F, Puerto Hospital, Puerto, Cagayan de Oro City",(088)855-5088,Human Health/Health Care,Caregiving NC II,"1,106 hours",WTR
